Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HomeTeamElo,AwayTeamElo,EloDifference,Home_AvgGoalsScored,Home_AvgGoalsConceded,Home_Wins,Home_Draws,Home_Losses,Away_AvgGoalsScored,Away_AvgGoalsConceded,Away_Wins,Away_Draws,Away_Losses,HTH_HomeWins,HTH_AwayWins,HTH_Draws,HTH_AvgHomeGoals,HTH_AvgAwayGoals
05/03/2023,13:30,Waalwijk,PSV Eindhoven,0,1,A,6.33,4.88,1.44,1.55,2.42,1507.226556734438,1598.5052520109418,-91.27869527650387,2.2,1.2,3,1,1,3.0,1.0,3,2,0,0,1,0,0.0,1.0
05/03/2023,15:45,Ajax,Nijmegen,1,0,H,1.23,6.5,11.24,1.42,2.81,1623.483115975574,1500.2708344803139,123.21228149526019,3.6,0.6,5,0,0,1.4,0.4,2,2,1,0,0,1,1.0,1.0
05/03/2023,19:00,Cambuur,Go Ahead Eagles,4,1,H,2.84,3.35,2.46,1.94,1.85,1385.708880561948,1466.5667503385255,-80.85786977657745,0.6,2.2,0,1,4,1.4,1.4,2,1,2,0,0,1,0.0,0.0
11/03/2023,15:30,FC Emmen,Excelsior,2,0,H,1.75,3.76,4.56,1.82,1.98,1419.3769943426557,1375.872443309792,43.504551032863674,1.2,1.8,0,3,2,0.2,3.0,0,1,4,0,1,0,1.0,2.0
11/03/2023,17:45,For Sittard,Twente,0,3,A,3.61,3.66,1.97,1.78,2.02,1478.1693245515075,1554.901164162418,-76.73183961091036,1.2,1.6,2,1,2,1.6,1.8,1,2,2,0,1,0,0.0,3.0
11/03/2023,19:00,AZ Alkmaar,Groningen,1,0,H,1.32,5.24,9.23,1.63,2.27,1605.4283318337154,1379.7168163624515,225.71151547126397,2.0,0.8,3,1,1,1.0,1.8,1,2,2,1,0,0,4.0,1.0
11/03/2023,20:00,Sparta Rotterdam,Vitesse,3,1,H,2.45,3.3,2.88,2.11,1.72,1556.0770024424776,1444.575717941767,111.50128450071065,1.2,1.8,2,1,2,1.0,1.4,1,1,3,1,0,0,4.0,0.0
12/03/2023,11:15,Nijmegen,Utrecht,2,2,D,2.47,3.31,2.86,1.91,1.88,1501.8573412252201,1535.569541511591,-33.712200286370944,1.2,0.4,2,1,2,1.4,1.2,2,1,2,0,0,1,0.0,0.0
12/03/2023,13:30,Heerenveen,Ajax,2,4,A,6.86,4.86,1.42,1.55,2.42,1459.8840836859815,1632.2069201547758,-172.32283646879432,1.4,2.2,1,1,3,3.0,0.4,5,0,0,0,1,0,0.0,5.0
12/03/2023,15:45,PSV Eindhoven,Cambuur,5,2,H,1.14,8.49,17.56,1.36,3.09,1605.3172244150207,1378.8969081578691,226.42031625715163,2.8,1.0,3,2,0,1.2,2.0,1,1,3,0,1,0,0.0,3.0
12/03/2023,19:00,Feyenoord,Volendam,2,1,H,1.12,9.4,18.19,1.27,3.68,1657.1977871927038,1441.15909163709,216.0386955556139,2.2,1.2,4,1,0,1.2,1.6,2,1,2,1,0,0,2.0,0.0
17/03/2023,19:00,Volendam,For Sittard,2,1,H,2.41,3.57,2.78,1.69,2.16,1457.7509353084918,1461.5774808801057,-3.826545571613906,1.2,1.8,2,0,3,1.2,2.2,2,0,3,0,1,0,0.0,2.0
18/03/2023,15:30,Utrecht,Go Ahead Eagles,1,2,A,1.72,3.94,4.52,1.73,2.1,1517.6290126646716,1484.507279185445,33.12173347922658,1.6,1.6,1,2,2,1.4,1.6,2,1,2,0,0,1,2.0,2.0
18/03/2023,17:45,FC Emmen,Sparta Rotterdam,0,2,A,2.59,3.13,2.86,2.25,1.64,1409.9920085695107,1565.4619882156226,-155.46997964611182,1.2,1.4,1,2,2,1.8,2.0,3,0,2,0,1,0,1.0,3.0
18/03/2023,20:00,Waalwijk,Nijmegen,1,3,A,2.47,3.41,2.8,1.81,2.0,1491.994767518851,1517.0891304408071,-25.09436292195619,1.6,1.2,2,1,2,1.6,0.6,2,2,1,0,1,0,1.0,6.0
19/03/2023,11:15,Groningen,Heerenveen,0,2,A,2.77,3.3,2.55,1.95,1.84,1368.1177719914265,1471.4831280570065,-103.36535606558004,0.8,1.8,1,1,3,1.8,2.8,1,1,3,0,1,0,1.0,3.0
19/03/2023,13:30,Ajax,Feyenoord,2,3,A,1.74,4.05,4.22,1.57,2.37,1618.2840056952434,1671.1207016522362,-52.8366959569928,2.8,0.8,5,0,0,2.2,1.0,5,0,0,0,0,1,1.0,1.0
19/03/2023,13:30,Excelsior,Cambuur,4,1,H,2.65,3.47,2.58,1.81,2.0,1391.00301665545,1363.7663348122112,27.236681843238784,0.2,3.4,0,0,5,1.6,2.0,1,1,3,1,0,0,2.0,0.0
19/03/2023,15:45,Vitesse,PSV Eindhoven,1,1,D,4.69,4.05,1.68,1.68,2.16,1451.05935669662,1598.8335856601677,-147.77422896354778,0.8,1.6,1,0,4,3.4,1.0,4,1,0,0,1,0,0.0,1.0
19/03/2023,19:00,Twente,AZ Alkmaar,2,1,H,2.17,3.45,3.28,1.86,1.94,1572.0673475593946,1588.2621484367387,-16.19480087734405,2.0,1.6,2,1,2,2.0,0.6,4,0,1,0,0,1,1.0,1.0
01/04/2023,15:30,AZ Alkmaar,Heerenveen,1,1,D,1.5,4.38,6.23,1.68,2.17,1583.4020516515438,1476.3432248422014,107.05882680934246,1.2,1.0,3,0,2,2.0,2.4,2,1,2,1,0,0,2.0,0.0
01/04/2023,17:45,Excelsior,Twente,0,0,D,5.65,4.37,1.54,1.6,2.31,1398.1817657193471,1564.8885984954975,-166.70683277615035,1.0,2.6,1,0,4,1.8,1.8,2,1,2,0,1,0,0.0,4.0
01/04/2023,19:00,Nijmegen,PSV Eindhoven,2,4,A,4.85,4.06,1.66,1.64,2.24,1505.5546114719727,1610.3681046290021,-104.81349315702937,2.2,0.8,3,1,1,2.4,1.2,3,2,0,0,1,0,0.0,3.0
01/04/2023,19:00,Cambuur,FC Emmen,1,2,A,2.39,3.3,2.99,2.03,1.77,1350.7503643889384,1423.0079789927836,-72.25761460384524,1.8,2.8,1,0,4,1.2,1.6,1,2,2,0,0,1,0.0,0.0
01/04/2023,20:00,Waalwijk,Vitesse,1,0,H,2.52,3.42,2.72,1.79,2.01,1505.2355765632383,1437.8185476522326,67.41702891100567,1.8,1.8,2,0,3,0.6,1.8,0,1,4,0,0,1,2.0,2.0
02/04/2023,11:15,Go Ahead Eagles,Ajax,0,0,D,8.05,5.24,1.34,1.53,2.44,1490.0134299643441,1612.7778549163443,-122.76442495200013,1.6,1.8,2,1,2,2.6,1.2,4,0,1,0,0,1,1.0,1.0
02/04/2023,13:30,Utrecht,Volendam,0,0,D,1.4,5.08,6.74,1.43,2.76,1515.0691625199095,1460.3107854532539,54.75837706665561,1.8,1.6,1,2,2,1.6,1.4,3,0,2,1,0,0,4.0,0.0
02/04/2023,13:30,Sparta Rotterdam,Feyenoord,1,3,A,5.43,3.91,1.62,1.79,2.01,1554.888030866294,1681.6946590015648,-126.80662813527078,1.8,1.8,3,0,2,2.4,1.2,5,0,0,0,1,0,0.0,3.0
02/04/2023,15:45,For Sittard,Groningen,3,1,H,2.12,3.49,3.31,1.85,1.95,1472.6370881877738,1357.0581646837584,115.57892350401539,1.2,2.6,1,0,4,0.8,1.0,1,1,3,1,0,0,3.0,2.0
07/04/2023,19:00,Groningen,Utrecht,1,2,A,3.04,3.47,2.28,1.8,2.0,1348.4456181270994,1523.6817090765685,-175.23609094946914,0.8,1.4,1,0,4,1.4,1.2,1,2,2,0,1,0,1.0,2.0
08/04/2023,17:45,Vitesse,Go Ahead Eagles,2,0,H,2.05,3.45,3.6,1.93,1.86,1455.0551811281648,1472.776796488412,-17.721615360247142,0.6,1.6,0,1,4,1.4,1.4,2,2,1,0,0,1,2.0,2.0
08/04/2023,19:00,AZ Alkmaar,Sparta Rotterdam,0,1,A,1.48,4.39,6.5,1.77,2.04,1567.1737588913627,1571.1163236264752,-3.9425647351124553,1.2,0.8,3,1,1,2.0,1.6,3,0,2,1,0,0,3.0,2.0
08/04/2023,19:00,PSV Eindhoven,Excelsior,4,0,H,1.08,11.06,26.84,1.25,3.85,1617.1985842080985,1391.3512861402507,225.84729806784776,2.8,1.2,4,1,0,1.0,2.0,1,1,3,1,0,0,6.0,1.0
08/04/2023,20:00,Heerenveen,Volendam,2,1,H,1.57,4.36,5.31,1.57,2.36,1490.6515396742554,1446.0024706211998,44.649069053055655,1.8,2.4,1,2,2,1.2,1.4,2,1,2,1,0,0,3.0,1.0
09/04/2023,11:15,Twente,Cambuur,4,0,H,1.27,5.73,10.81,1.59,2.35,1571.65998619336,1343.9789766910758,227.68100950228427,1.8,1.4,2,2,1,1.8,2.8,1,0,4,1,0,0,1.0,0.0
09/04/2023,13:30,FC Emmen,Nijmegen,0,0,D,2.84,3.42,2.41,1.9,1.89,1426.5062267108958,1502.0563637538605,-75.5501370429647,1.4,1.6,2,1,2,2.0,1.6,2,1,2,0,1,0,1.0,3.0
09/04/2023,15:45,Ajax,For Sittard,4,0,H,1.12,9.4,17.4,1.3,3.44,1622.035582790979,1463.379360313139,158.65622247784017,1.8,1.2,3,1,1,1.6,2.2,2,0,3,1,0,0,3.0,2.0
09/04/2023,19:00,Feyenoord,Waalwijk,5,1,H,1.17,7.89,14.08,1.31,3.36,1689.6701648309806,1497.2600707338224,192.4100940971582,2.6,1.2,5,0,0,1.8,1.2,3,0,2,1,0,0,1.0,0.0
14/04/2023,19:00,Excelsior,Go Ahead Eagles,2,1,H,3.23,3.54,2.17,1.79,2.02,1409.803729435663,1454.3243531929998,-44.52062375733681,1.0,2.2,1,1,3,1.0,1.8,1,2,2,0,1,0,1.0,3.0
15/04/2023,17:45,Waalwijk,Groningen,2,1,H,1.92,3.63,3.86,1.77,2.04,1506.2012949993602,1339.5043938615615,166.6969011377987,1.4,2.0,2,0,3,0.4,1.8,0,0,5,1,0,0,3.0,2.0
15/04/2023,20:00,Sparta Rotterdam,Heerenveen,4,0,H,2.31,3.34,3.11,2.03,1.78,1582.703185849913,1479.0646774508175,103.6385083990956,2.2,1.0,4,0,1,2.0,1.8,2,2,1,0,0,1,0.0,0.0
16/04/2023,11:15,Nijmegen,Vitesse,1,4,A,2.18,3.38,3.33,1.89,1.9,1485.0394482886113,1472.072096593414,12.967351695197294,1.4,1.6,1,2,2,0.8,1.2,1,1,3,0,0,1,0.0,0.0
16/04/2023,13:30,Utrecht,Twente,1,0,H,2.95,3.46,2.33,1.78,2.03,1540.7400306482155,1554.601664621713,-13.861633973497646,1.2,1.4,1,2,2,2.4,0.8,3,2,0,0,1,0,0.0,2.0
16/04/2023,13:30,Volendam,PSV Eindhoven,2,3,A,9.64,6.25,1.26,1.32,3.34,1437.8483210710733,1625.352733758225,-187.50441268715167,1.4,1.2,2,1,2,3.0,1.0,4,1,0,0,1,0,1.0,7.0
16/04/2023,15:45,Cambuur,Feyenoord,0,3,A,9.63,5.87,1.28,1.46,2.65,1340.3711389142534,1693.278002607803,-352.90686369354967,1.6,3.2,1,0,4,2.8,1.0,5,0,0,0,1,0,0.0,1.0
16/04/2023,19:00,Ajax,FC Emmen,3,1,H,1.12,9.21,19.2,1.3,3.44,1629.3850394626195,1419.1567700392554,210.22826942336405,2.2,1.0,3,1,1,1.0,1.2,2,1,2,0,0,1,3.0,3.0
16/04/2023,19:00,For Sittard,AZ Alkmaar,0,3,A,4.44,3.86,1.75,1.7,2.13,1452.7318060515574,1577.8213131529442,-125.08950710138674,1.2,2.2,2,0,3,0.8,0.8,2,1,2,0,1,0,1.0,3.0
19/04/2023,17:45,Go Ahead Eagles,Waalwijk,3,2,H,2.03,3.63,3.51,1.74,2.08,1471.5475634357792,1488.9780847565808,-17.430521320801518,0.8,1.8,1,1,3,1.0,2.0,2,0,3,0,1,0,1.0,3.0
21/04/2023,19:00,Volendam,Cambuur,2,0,H,1.72,4.07,4.43,1.55,2.42,1448.7469455238959,1329.4725144614308,119.27443106246506,1.2,1.6,1,1,3,0.8,3.6,0,0,5,1,0,0,3.0,0.0
22/04/2023,17:45,Heerenveen,FC Emmen,2,3,A,1.72,3.75,4.87,1.9,1.89,1461.503576964817,1436.7178705252559,24.78570643956118,1.4,2.0,2,1,2,1.0,1.2,2,1,2,0,0,1,0.0,0.0
22/04/2023,20:00,Vitesse,Excelsior,0,0,D,1.45,4.63,6.69,1.58,2.35,1469.4121738966637,1412.4636521324132,56.94852176425047,1.6,1.2,2,1,2,1.2,1.6,2,1,2,0,1,0,1.0,3.0
23/04/2023,11:15,Twente,Sparta Rotterdam,3,3,D,1.54,4.22,5.88,1.75,2.06,1555.8122660485622,1581.492584423064,-25.680318374501894,1.8,0.4,3,1,1,2.2,0.8,4,0,1,0,0,1,1.0,1.0
23/04/2023,13:30,Go Ahead Eagles,For Sittard,2,0,H,1.93,3.67,3.79,1.75,2.06,1485.7360151266664,1438.5433543606703,47.19266076599615,1.2,1.4,2,1,2,0.8,2.6,1,0,4,1,0,0,2.0,0.0
23/04/2023,13:30,PSV Eindhoven,Ajax,3,0,H,2.34,3.64,2.83,1.56,2.39,1640.5268145735838,1614.2109586472607,26.315855926323138,3.4,1.4,4,1,0,2.6,1.2,3,1,1,1,0,0,2.0,1.0
23/04/2023,15:45,Feyenoord,Utrecht,3,1,H,1.35,5.25,7.98,1.49,2.57,1702.0852821311817,1531.9327511248368,170.15253100634482,3.2,1.0,5,0,0,1.2,1.0,2,2,1,0,0,1,1.0,1.0
23/04/2023,19:00,AZ Alkmaar,Waalwijk,3,0,H,1.34,5.23,8.35,1.53,2.46,1589.0671150400183,1477.7322828695067,111.33483217051162,1.2,0.8,2,1,2,1.4,2.4,2,0,3,0,1,0,1.0,3.0
25/04/2023,14:00,Groningen,Nijmegen,0,1,A,2.84,3.33,2.48,1.91,1.88,1330.4442359641973,1494.0996061859755,-163.65537022177818,0.6,2.0,0,0,5,1.6,2.2,1,2,2,0,0,1,1.0,1.0
05/05/2023,19:00,Waalwijk,Volendam,4,1,H,1.86,4.01,3.76,1.52,2.49,1491.483780437964,1434.9954479554385,56.48833248252549,1.2,2.4,2,0,3,1.4,1.2,2,1,2,0,1,0,1.0,2.0
06/05/2023,17:45,Sparta Rotterdam,PSV Eindhoven,0,1,A,5.83,4.47,1.52,1.61,2.31,1569.0170491873455,1653.0023498093024,-83.98530062195687,2.2,1.2,3,1,1,3.0,1.0,4,1,0,0,0,1,0.0,0.0
06/05/2023,19:00,Nijmegen,Heerenveen,2,3,A,2.15,3.56,3.23,1.77,2.03,1477.6964369595844,1477.9067461912082,-0.21030923162379622,1.4,1.8,2,1,2,1.4,1.8,2,1,2,0,0,1,0.0,0.0
06/05/2023,19:00,Cambuur,Utrecht,0,3,A,4.07,3.92,1.81,1.63,2.25,1322.342188512487,1539.0630770737807,-216.7208885612938,0.4,3.0,0,0,5,1.0,1.2,2,1,2,0,0,1,0.0,0.0
06/05/2023,20:00,Ajax,AZ Alkmaar,0,0,D,1.56,4.46,5.35,1.55,2.42,1613.1273028388857,1590.1507708483932,22.976531990492504,1.8,1.4,2,1,2,1.6,0.8,2,1,2,0,1,0,1.0,2.0
07/05/2023,11:15,FC Emmen,Twente,0,3,A,4.51,3.88,1.74,1.74,2.07,1426.667241893329,1565.862894680489,-139.19565278716004,1.2,1.6,2,1,2,1.8,1.0,2,2,1,0,1,0,0.0,2.0
07/05/2023,13:30,Excelsior,Feyenoord,0,2,A,11.52,7.07,1.21,1.35,3.16,1407.6997011219858,1706.8492331416091,-299.1495320196234,1.2,1.2,2,2,1,3.4,1.0,5,0,0,0,1,0,1.0,5.0
07/05/2023,13:30,Go Ahead Eagles,Groningen,1,1,D,1.71,3.97,4.59,1.79,2.01,1479.4449912385396,1336.7352598523241,142.70973138621548,1.2,1.2,2,1,2,0.6,2.0,0,0,5,0,1,0,0.0,1.0
07/05/2023,15:45,For Sittard,Vitesse,2,0,H,3.3,3.56,2.12,1.77,2.04,1454.8725726985133,1453.0829555588207,1.7896171396926093,0.8,2.4,1,0,4,1.4,0.6,2,2,1,1,0,0,2.0,1.0
12/05/2023,19:00,Twente,Nijmegen,4,0,H,1.45,4.81,6.49,1.52,2.5,1577.1360981808307,1466.4232334592427,110.71286472158795,2.0,0.8,2,2,1,1.2,2.2,1,1,3,1,0,0,1.0,0.0
13/05/2023,17:45,Volendam,Sparta Rotterdam,2,1,H,2.94,3.63,2.28,1.63,2.25,1455.5107439185538,1548.5017532242302,-92.99100930567647,1.2,1.8,1,1,3,1.8,1.4,2,1,2,0,1,0,0.0,4.0
13/05/2023,19:00,Heerenveen,Excelsior,0,0,D,1.51,4.62,5.72,1.53,2.46,1474.9162577073594,1410.6901896058346,64.22606810152479,1.6,2.2,2,1,2,0.4,1.4,1,2,2,1,0,0,1.0,0.0
13/05/2023,20:00,Utrecht,Waalwijk,2,0,H,1.59,4.42,4.99,1.52,2.5,1552.021659181412,1478.5251983303328,73.49646085107906,1.4,0.8,3,1,1,1.8,2.6,2,0,3,0,0,1,2.0,2.0
14/05/2023,11:15,Vitesse,Cambuur,2,0,H,1.35,5.28,8.16,1.51,2.53,1462.6905782685517,1312.734565802756,149.95601246579577,1.2,0.8,2,1,2,0.2,2.8,0,0,5,1,0,0,3.0,0.0
14/05/2023,13:30,Groningen,Ajax,2,3,A,11.59,6.38,1.23,1.42,2.8,1331.658133144345,1618.204429546865,-286.54629640252006,0.8,1.8,0,1,4,1.4,0.8,2,2,1,0,1,0,1.0,6.0
14/05/2023,15:45,Feyenoord,Go Ahead Eagles,3,0,H,1.17,7.78,14.1,1.33,3.24,1713.2286387665756,1473.0655856135731,240.16305315300247,3.2,0.6,5,0,0,1.4,1.4,2,1,2,1,0,0,4.0,3.0
14/05/2023,19:00,AZ Alkmaar,FC Emmen,5,1,H,1.33,5.33,8.86,1.57,2.37,1598.571196585103,1418.2468161566192,180.3243804284839,1.4,0.4,2,2,1,1.2,1.8,2,1,2,1,0,0,3.0,0.0
14/05/2023,19:00,PSV Eindhoven,For Sittard,2,1,H,1.11,10.26,19.7,1.26,3.74,1660.2690600707276,1447.605862437088,212.66319763363958,3.0,0.8,5,0,0,1.0,2.0,2,0,3,0,0,1,2.0,2.0
21/05/2023,13:30,Waalwijk,Twente,0,5,A,3.86,4.19,1.79,1.44,2.76,1467.6718205709926,1587.989475940171,-120.31765536917828,1.6,2.0,2,0,3,2.8,0.8,3,1,1,0,1,0,0.0,3.0
21/05/2023,13:30,Vitesse,Groningen,6,0,H,1.43,4.79,6.67,1.61,2.29,1472.287238951025,1322.0614724618715,150.22576648915356,1.6,0.6,3,1,1,1.0,1.8,0,1,4,1,0,0,1.0,0.0
21/05/2023,13:30,Sparta Rotterdam,Cambuur,4,1,H,1.38,5.01,7.58,1.57,2.38,1554.6426989216743,1306.5936201053119,248.04907881636245,1.8,1.2,2,1,2,0.0,2.8,0,0,5,1,0,0,3.0,0.0
21/05/2023,13:30,Go Ahead Eagles,Volendam,3,0,H,1.79,4.05,3.99,1.51,2.52,1487.308326483226,1441.268003048901,46.040323434325046,1.4,1.6,2,1,2,1.6,2.0,2,0,3,1,0,0,3.0,2.0
21/05/2023,13:30,Nijmegen,AZ Alkmaar,0,3,A,4.0,3.97,1.8,1.6,2.31,1456.8684356394758,1608.12599440487,-151.25755876539415,0.8,2.2,1,1,3,2.2,0.4,3,1,1,0,0,1,1.0,1.0
21/05/2023,13:30,Excelsior,For Sittard,3,0,H,1.94,3.83,3.58,1.58,2.35,1427.2779966510493,1431.0180553918733,-3.740058740823997,0.4,1.4,1,2,2,0.6,2.2,1,0,4,0,1,0,0.0,1.0
21/05/2023,13:30,Ajax,Utrecht,3,1,H,1.25,6.51,9.83,1.35,3.12,1630.3811559472226,1539.8449327810542,90.53622316616838,2.0,1.2,3,1,1,1.8,0.8,4,0,1,1,0,0,2.0,0.0
21/05/2023,13:30,PSV Eindhoven,Heerenveen,3,3,D,1.23,6.66,11.24,1.34,3.2,1652.9484149365776,1482.2369028415094,170.7115120950682,2.6,0.6,5,0,0,1.4,2.0,2,1,2,1,0,0,1.0,0.0
21/05/2023,13:30,FC Emmen,Feyenoord,1,3,A,6.02,4.84,1.46,1.46,2.66,1413.6052199502178,1717.870234972977,-304.26501502275914,1.0,2.6,1,1,3,3.2,0.4,5,0,0,0,1,0,0.0,4.0
28/05/2023,13:30,Volendam,Excelsior,3,2,H,1.71,4.35,4.12,1.41,2.85,1455.6643321470085,1412.8816675529417,42.78266459406677,1.4,2.2,2,0,3,1.0,0.6,2,2,1,0,1,0,0.0,2.0
28/05/2023,13:30,Utrecht,FC Emmen,3,2,H,1.53,4.5,5.59,1.54,2.44,1549.6225502039463,1403.8276025273258,145.7949476766205,1.6,1.2,3,0,2,1.2,3.2,1,0,4,0,1,0,2.0,3.0
28/05/2023,13:30,Twente,Ajax,3,1,H,4.0,4.25,1.75,1.43,2.77,1604.8106434885296,1613.5599883988639,-8.74934491033423,3.0,0.8,3,1,1,1.8,1.4,3,1,1,0,0,1,0.0,0.0
28/05/2023,13:30,Heerenveen,Go Ahead Eagles,2,0,H,2.04,3.89,3.21,1.55,2.41,1497.4558382515622,1472.0893910731731,25.36644717838908,1.6,2.4,1,2,2,1.8,1.2,3,1,1,0,0,1,1.0,1.0
28/05/2023,13:30,Feyenoord,Vitesse,0,1,A,1.28,6.13,8.85,1.33,3.22,1693.73981893805,1496.4176549859521,197.32216395209775,2.8,0.4,5,0,0,2.4,0.6,3,1,1,1,0,0,5.0,2.0
28/05/2023,13:30,For Sittard,Nijmegen,1,1,D,2.55,3.7,2.54,1.54,2.44,1432.132051136663,1455.7544398946861,-23.622388758023135,0.6,2.0,1,0,4,0.8,2.8,1,0,4,0,0,1,1.0,1.0
28/05/2023,13:30,Cambuur,Waalwijk,4,0,H,3.38,3.96,1.96,1.48,2.61,1328.0890742950605,1446.176366381244,-118.08729208618342,0.2,2.8,0,0,5,1.2,2.8,1,0,4,0,1,0,1.0,5.0
28/05/2023,13:30,AZ Alkmaar,PSV Eindhoven,1,2,A,2.64,3.76,2.43,1.5,2.49,1595.0504690829887,1666.0239402584589,-70.9734711754702,2.8,0.2,4,1,0,2.4,1.2,4,1,0,1,0,0,1.0,0.0
28/05/2023,13:30,Groningen,Sparta Rotterdam,0,5,A,3.17,3.67,2.13,1.68,2.17,1315.8304714019478,1560.873699981598,-245.0432285796503,0.8,2.6,0,1,4,2.4,1.4,2,1,2,0,1,0,1.0,2.0
11/08/2023,19:00,Volendam,Vitesse,1,2,A,3.37,3.74,2.04,1.56,2.39,1442.415769385452,1509.6662177475087,-67.25044836205666,1.6,2.0,3,0,2,1.8,0.4,3,1,1,1,0,1,1.5,0.5
12/08/2023,15:30,PSV Eindhoven,Utrecht,2,0,H,1.36,5.21,7.94,1.49,2.58,1676.178440663729,1539.4680497986762,136.71039086505266,2.2,1.0,4,1,0,2.0,1.6,3,0,2,1,0,1,4.0,1.5
12/08/2023,17:45,Heerenveen,Waalwijk,3,1,H,1.75,4.03,4.26,1.57,2.36,1510.2578626206275,1433.3743420121787,76.88352060844886,2.0,1.6,2,2,1,0.8,3.0,1,0,4,0,1,1,0.5,2.0
12/08/2023,19:00,Ajax,Heracles,4,1,H,1.18,7.73,13.26,1.34,3.2,1623.8246495363942,1489.7353388624697,134.0893106739245,1.4,1.8,2,1,2,0.0,0.0,0,0,0,0,0,0,0.0,0.0
12/08/2023,20:00,Zwolle,Sparta Rotterdam,1,2,A,2.47,3.43,2.78,1.76,2.04,1487.6015622485002,1573.272137733098,-85.67057548459775,0.0,0.0,0,0,0,2.6,1.4,2,1,2,0,0,0,0.0,0.0
13/08/2023,11:15,Nijmegen,Excelsior,3,4,A,1.51,4.49,5.79,1.55,2.4,1438.9128115435421,1429.7232959040857,9.189515639456431,0.8,2.2,1,1,3,1.0,1.0,1,2,2,1,0,1,2.0,0.5
13/08/2023,13:30,AZ Alkmaar,Go Ahead Eagles,5,1,H,1.36,5.03,8.25,1.59,2.31,1604.9528849367416,1462.1869752194202,142.7659097173214,2.4,0.6,3,1,1,1.2,1.2,2,1,2,2,0,0,3.0,0.5
13/08/2023,13:30,Feyenoord,For Sittard,0,0,D,1.15,8.2,16.29,1.31,3.36,1684.1860775310095,1441.6857925437034,242.50028498730603,2.2,0.6,4,0,1,0.8,1.6,1,1,3,1,0,1,2.5,1.5
13/08/2023,15:45,Almere City,Twente,1,4,A,5.38,4.27,1.57,1.61,2.3,1489.392592347531,1615.4180511409986,-126.02545879346758,0.0,0.0,0,0,0,3.6,0.8,4,1,0,0,0,0,0.0,0.0
18/08/2023,19:00,Heracles,Nijmegen,2,1,H,2.42,3.61,2.74,1.61,2.3,1502.556671235454,1426.091479170558,76.46519206489597,1.0,4.0,0,0,1,1.2,3.0,0,1,4,0,0,0,0.0,0.0
19/08/2023,15:30,Excelsior,Ajax,2,2,D,10.24,6.55,1.24,1.29,3.53,1437.3281297637122,1616.2198156767677,-178.89168591305543,1.8,1.6,2,1,2,2.2,1.4,3,1,1,0,2,0,1.0,5.5
19/08/2023,17:45,Vitesse,PSV Eindhoven,1,3,A,5.7,4.43,1.53,1.55,2.42,1501.350987795686,1684.4936706155515,-183.1426828198655,2.2,0.6,4,0,1,2.0,1.0,4,1,0,0,1,1,0.5,1.0
19/08/2023,19:00,For Sittard,Almere City,2,1,H,1.93,3.81,3.64,1.6,2.3,1458.732612962748,1472.3457719284866,-13.613158965738648,0.8,1.2,1,2,2,1.0,4.0,0,0,1,0,0,0,0.0,0.0
19/08/2023,20:00,Go Ahead Eagles,Volendam,4,1,H,1.65,4.17,4.73,1.59,2.31,1476.3343038523312,1428.268440752541,48.06586309979025,1.0,2.2,1,1,3,1.4,2.4,2,0,3,2,0,0,3.0,1.0
20/08/2023,11:15,Utrecht,Heerenveen,0,2,A,1.78,3.85,4.22,1.63,2.25,1523.2099075922229,1526.516004827081,-3.3060972348580435,1.8,1.4,3,0,2,2.2,1.2,3,2,0,2,0,0,1.5,0.5
20/08/2023,13:30,Sparta Rotterdam,Feyenoord,2,2,D,5.27,4.39,1.56,1.57,2.36,1577.9043766429313,1679.553838621176,-101.64946197824474,2.4,1.0,3,0,2,1.6,0.4,3,1,1,0,2,0,0.5,3.0
20/08/2023,13:30,Twente,Zwolle,3,1,H,1.34,5.18,8.34,1.54,2.45,1625.1359401231673,1477.8836732663315,147.25226685683583,3.8,0.4,5,0,0,1.0,2.0,0,0,1,0,0,0,0.0,0.0
20/08/2023,15:45,Waalwijk,AZ Alkmaar,1,3,A,5.02,4.26,1.6,1.53,2.45,1425.2332576295212,1613.093969319399,-187.86071168987792,1.0,3.0,1,0,4,2.8,0.8,3,1,1,1,1,0,1.5,2.0
26/08/2023,17:45,Nijmegen,Waalwijk,3,0,H,1.78,4.01,4.09,1.58,2.37,1441.0544268435397,1410.2703099565394,30.78411688700021,1.0,2.8,0,1,4,0.4,3.4,0,0,5,2,0,0,4.5,1.0
26/08/2023,20:00,Excelsior,For Sittard,2,2,D,2.37,3.64,2.79,1.64,2.25,1438.251068233668,1457.809674492792,-19.558606259123962,2.2,1.6,2,2,1,0.8,1.4,1,2,2,1,1,0,1.5,0.5
27/08/2023,11:15,Zwolle,Utrecht,1,0,H,2.8,3.69,2.34,1.61,2.3,1494.8295373022486,1506.2640435563058,-11.434506254057169,1.0,2.5,0,0,2,1.2,1.8,2,0,3,0,0,0,0.0,0.0
27/08/2023,13:30,Feyenoord,Almere City,6,1,H,1.15,8.25,15.35,1.32,3.3,1686.5366721927144,1465.3629383569482,221.17373383576614,1.6,0.8,2,2,1,1.0,3.0,0,0,2,0,0,0,0.0,0.0
