Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HomeTeamElo,AwayTeamElo,EloDifference,Home_AvgGoalsScored,Home_AvgGoalsConceded,Home_Wins,Home_Draws,Home_Losses,Away_AvgGoalsScored,Away_AvgGoalsConceded,Away_Wins,Away_Draws,Away_Losses,HTH_HomeWins,HTH_AwayWins,HTH_Draws,HTH_AvgHomeGoals,HTH_AvgAwayGoals
23/10/2022,19:00,Volendam,Heerenveen,1,3,A,3.2,3.61,2.13,1.68,2.17,1419.68101704343,1521.247986879535,-101.56696983610482,1.2,2.2,0,2,3,0.6,1.6,1,2,2,0,0,0,0.0,0.0
29/10/2022,15:30,Heerenveen,Utrecht,1,2,A,2.32,3.49,2.92,1.83,1.96,1505.5969605457237,1521.810219768543,-16.21325922281926,1.2,0.8,2,2,1,1.2,1.8,2,1,2,0,0,0,0.0,0.0
29/10/2022,17:45,Sparta Rotterdam,For Sittard,3,1,H,1.95,3.62,3.7,1.82,1.97,1528.1974972404043,1472.5344470651908,55.663050175213584,2.0,1.4,3,1,1,1.2,0.4,3,2,0,0,0,0,0.0,0.0
29/10/2022,20:00,Go Ahead Eagles,Excelsior,3,1,H,1.73,4.04,4.25,1.61,2.28,1485.9857950585883,1461.37750273616,24.60829232242827,1.4,1.0,1,4,0,0.8,2.2,1,1,3,0,0,0,0.0,0.0
30/10/2022,11:15,FC Emmen,Groningen,0,0,D,2.25,3.34,3.15,1.93,1.85,1422.9525692528914,1463.7773858192452,-40.824816566353775,0.6,1.6,0,2,3,1.6,2.8,1,0,4,0,0,0,0.0,0.0
30/10/2022,13:30,PSV Eindhoven,Nijmegen,3,0,H,1.22,6.67,11.2,1.37,2.96,1567.2523933278317,1473.8615690225342,93.39082430529743,2.6,2.2,3,0,2,1.0,1.4,0,4,1,0,0,0,0.0,0.0
30/10/2022,13:30,Twente,Waalwijk,3,0,H,1.47,4.62,6.14,1.57,2.34,1561.2358431414243,1487.5392718810551,73.69657126036918,1.6,0.8,3,0,2,2.2,1.8,2,2,1,0,0,0,0.0,0.0
30/10/2022,15:45,AZ Alkmaar,Volendam,2,1,H,1.2,6.89,11.89,1.35,3.06,1566.1853673241578,1410.312191691483,155.87317563267493,2.0,1.6,3,0,2,1.0,2.2,0,2,3,0,0,0,0.0,0.0
04/11/2022,19:00,Cambuur,Nijmegen,0,1,A,2.63,3.38,2.63,1.95,1.85,1424.8419813829873,1487.3321276056374,-62.49014622265008,0.8,1.8,1,1,3,1.0,2.0,0,3,2,0,0,0,0.0,0.0
05/11/2022,15:30,Vitesse,Sparta Rotterdam,0,4,A,1.89,3.57,4.03,1.93,1.86,1452.7413179983164,1540.5005962766547,-87.75927827833834,1.4,1.4,2,1,2,2.2,1.4,3,1,1,0,0,0,0.0,0.0
05/11/2022,17:45,For Sittard,FC Emmen,0,1,A,2.2,3.48,3.13,1.82,1.98,1455.4082396021906,1440.0787767158915,15.329462886299098,1.2,1.0,2,2,1,0.6,1.2,0,3,2,0,0,0,0.0,0.0
05/11/2022,20:00,Excelsior,Heerenveen,0,1,A,3.93,4.03,1.8,1.6,2.32,1448.2763682431264,1518.6980950387574,-70.421726795631,1.0,2.6,1,1,3,1.0,1.0,1,2,2,0,0,0,0.0,0.0
06/11/2022,11:15,Utrecht,Groningen,2,1,H,1.68,3.98,4.69,1.71,2.11,1534.3277844676923,1451.259821120096,83.06796334759633,1.6,2.0,3,0,2,1.4,2.4,1,1,3,0,0,0,0.0,0.0
06/11/2022,13:30,Twente,Go Ahead Eagles,1,1,D,1.37,4.97,7.83,1.62,2.27,1558.0369023917183,1489.1847358082944,68.85216658342392,2.0,0.4,4,0,1,1.6,1.2,1,4,0,0,0,0,0.0,0.0
06/11/2022,13:30,Volendam,Feyenoord,0,2,A,6.88,5.54,1.36,1.33,3.21,1401.9425790062169,1583.6253784131525,-181.6827994069356,1.0,2.4,0,1,4,2.0,1.4,2,2,1,0,0,0,0.0,0.0
06/11/2022,15:45,Ajax,PSV Eindhoven,1,2,A,1.75,4.17,4.1,1.44,2.74,1576.6686309847792,1583.3520257392759,-6.683394754496703,3.4,1.4,3,1,1,2.4,1.6,3,0,2,0,0,0,0.0,0.0
06/11/2022,15:45,Waalwijk,AZ Alkmaar,3,1,H,3.98,3.95,1.8,1.6,2.31,1505.877867830396,1547.8467713748169,-41.968903544420755,1.2,2.2,1,2,2,2.0,1.6,3,0,2,0,0,0,0.0,0.0
09/11/2022,19:00,Ajax,Vitesse,2,2,D,1.13,9.08,17.18,1.28,3.49,1571.5341838252004,1457.875765157895,113.65841866730534,3.4,1.4,3,1,1,1.2,2.0,2,0,3,0,0,0,0.0,0.0
10/11/2022,19:00,Feyenoord,Cambuur,1,0,H,1.2,6.84,12.96,1.41,2.84,1592.210650566679,1416.2567092294607,175.95394133721834,1.8,0.6,3,2,0,0.6,1.0,1,1,3,0,0,0,0.0,0.0
11/11/2022,19:00,Sparta Rotterdam,Twente,1,1,D,2.96,3.42,2.35,1.91,1.89,1541.2570571990664,1557.2804414693067,-16.023384270240285,2.6,1.0,4,0,1,1.6,0.6,3,1,1,0,0,0,0.0,0.0
12/11/2022,15:30,Volendam,Utrecht,0,4,A,3.74,4.12,1.83,1.47,2.61,1392.3966718021502,1543.873691671759,-151.47701986960874,1.0,2.4,0,1,4,1.8,2.2,3,0,2,0,0,0,0.0,0.0
12/11/2022,17:45,FC Emmen,Ajax,3,3,D,8.83,5.69,1.3,1.41,2.84,1445.4980002773027,1566.1149602637893,-120.61695998648656,0.8,1.2,1,2,2,3.6,1.6,3,1,1,0,0,0,0.0,0.0
12/11/2022,20:00,PSV Eindhoven,AZ Alkmaar,0,1,A,1.52,4.48,5.67,1.48,2.6,1566.8244546035478,1564.374342510545,2.450112093002872,2.8,1.2,4,0,1,1.4,2.0,2,0,3,0,0,0,0.0,0.0
13/11/2022,11:15,Nijmegen,Waalwijk,6,1,H,2.06,3.56,3.43,1.72,2.1,1503.132051974044,1490.0779434619894,13.054108512054654,1.0,1.8,1,2,2,1.4,2.0,2,1,2,0,0,0,0.0,0.0
13/11/2022,13:30,Groningen,For Sittard,2,3,A,2.04,3.56,3.47,1.77,2.03,1436.438914232235,1470.2291464900516,-33.79023225781657,1.4,2.0,1,1,3,0.8,1.2,1,2,2,0,0,0,0.0,0.0
13/11/2022,13:30,Heerenveen,Cambuur,2,1,H,1.8,3.81,4.18,1.77,2.04,1529.3992056391994,1405.5555986290187,123.84360701018068,1.2,1.0,2,1,2,0.0,1.2,0,1,4,0,0,0,0.0,0.0
13/11/2022,15:45,Feyenoord,Excelsior,5,1,H,1.13,8.59,16.55,1.29,3.44,1601.3291883342515,1439.157830475554,162.17135785869755,1.8,0.4,4,1,0,1.0,2.6,1,1,3,0,0,0,0.0,0.0
13/11/2022,19:00,Go Ahead Eagles,Vitesse,2,2,D,2.45,3.46,2.77,1.79,2.01,1487.8366659663318,1459.2238349998577,28.61283096647412,1.6,1.2,1,4,0,1.6,1.8,2,1,2,0,0,0,0.0,0.0
06/01/2023,19:00,Twente,FC Emmen,2,0,H,1.42,4.52,7.6,1.83,1.98,1567.614308488027,1435.1641332585823,132.45017522944477,1.8,0.4,3,2,0,1.2,1.2,1,3,1,0,0,0,0.0,0.0
07/01/2023,15:30,Waalwijk,Heerenveen,0,0,D,2.44,3.54,2.75,1.73,2.11,1491.768367570725,1527.7087815304637,-35.940413959738635,1.0,2.8,1,1,3,1.6,1.0,3,1,1,0,0,0,0.0,0.0
07/01/2023,17:45,AZ Alkmaar,Vitesse,1,1,D,1.53,4.41,5.76,1.6,2.3,1559.9683391916392,1463.6298383187634,96.33850087287578,1.2,1.8,2,0,3,1.8,1.8,2,2,1,0,0,0,0.0,0.0
07/01/2023,19:00,For Sittard,Go Ahead Eagles,0,2,A,2.54,3.46,2.67,1.79,2.02,1455.9886740893514,1502.077138367032,-46.08846427768049,1.0,1.4,1,2,2,2.0,1.6,1,4,0,0,0,0,0.0,0.0
07/01/2023,20:00,PSV Eindhoven,Sparta Rotterdam,0,0,D,1.22,6.42,12.72,1.49,2.57,1565.7226095577369,1542.3589022448773,23.36370731285956,2.6,1.4,3,0,2,2.2,1.0,3,1,1,0,0,0,0.0,0.0
08/01/2023,11:15,Utrecht,Feyenoord,1,1,D,3.92,4.01,1.81,1.57,2.37,1546.3318773561432,1598.8710026498675,-52.53912529372428,2.4,1.8,4,0,1,2.4,0.6,4,1,0,0,0,0,0.0,0.0
08/01/2023,13:30,Cambuur,Volendam,0,3,A,1.91,3.77,3.73,1.63,2.29,1389.9877535834114,1407.9645168477575,-17.97676326434612,0.2,1.6,0,0,5,0.6,2.4,0,1,4,0,0,0,0.0,0.0
08/01/2023,13:30,Nijmegen,Ajax,1,1,D,7.62,5.21,1.36,1.46,2.67,1505.8218428938696,1563.4251693439637,-57.60332645009407,2.0,1.8,2,1,2,3.4,1.8,2,2,1,0,0,0,0.0,0.0
08/01/2023,15:45,Excelsior,Groningen,1,0,H,2.64,3.65,2.48,1.61,2.3,1454.0404478215532,1421.5562968862357,32.48415093531753,1.0,3.4,1,0,4,1.4,2.0,1,1,3,0,0,0,0.0,0.0
14/01/2023,17:45,Volendam,Waalwijk,2,1,H,2.56,3.55,2.59,1.65,2.24,1426.5140473356635,1473.2188370828192,-46.7047897471557,1.0,2.2,1,0,4,1.0,2.8,1,1,3,0,0,0,0.0,0.0
14/01/2023,17:45,Heerenveen,AZ Alkmaar,0,2,A,3.2,3.51,2.16,1.83,1.98,1514.0975499285682,1573.5795707935347,-59.482020864966444,1.4,0.8,3,1,1,1.2,1.4,2,1,2,0,0,0,0.0,0.0
14/01/2023,20:00,Sparta Rotterdam,Excelsior,1,0,H,1.53,4.33,5.82,1.6,2.31,1553.625949268856,1442.7734007975746,110.85254847128135,1.8,1.0,2,2,1,1.0,2.0,2,0,3,0,0,0,0.0,0.0
14/01/2023,20:00,Ajax,Twente,0,0,D,1.35,5.38,7.72,1.42,2.82,1563.6060202553178,1567.433457576673,-3.8274373213550916,2.2,1.8,1,3,1,1.6,0.4,3,2,0,0,0,0,0.0,0.0
15/01/2023,11:15,Vitesse,Nijmegen,0,0,D,2.15,3.56,3.2,1.75,2.07,1465.442511668631,1504.0091695440021,-38.56665787537122,1.4,2.0,1,3,1,2.2,1.6,2,2,1,0,0,0,0.0,0.0
15/01/2023,13:30,For Sittard,PSV Eindhoven,2,2,D,8.34,5.22,1.34,1.5,2.53,1460.5747783813463,1561.136505265742,-100.56172688439574,1.0,1.8,1,1,3,1.4,1.2,2,1,2,0,0,0,0.0,0.0
15/01/2023,13:30,Go Ahead Eagles,Utrecht,2,2,D,2.79,3.54,2.39,1.7,2.15,1503.9775026557934,1544.4315130673817,-40.45401041158834,2.2,1.4,2,3,0,2.4,0.8,4,1,0,0,0,0,0.0,0.0
15/01/2023,15:45,Groningen,Feyenoord,0,3,A,6.47,4.55,1.46,1.66,2.22,1413.6095968467584,1606.8177026893447,-193.2081058425863,1.4,1.6,1,1,3,2.0,0.6,3,2,0,0,0,0,0.0,0.0
15/01/2023,15:45,FC Emmen,Cambuur,0,0,D,2.11,3.5,3.35,1.95,1.85,1433.2246304481648,1391.9272563938289,41.29737405433593,1.0,1.4,1,2,2,0.2,1.6,0,0,5,0,0,0,0.0,0.0
20/01/2023,19:00,Excelsior,Volendam,2,0,H,2.4,3.69,2.72,1.57,2.4,1457.0719400885184,1412.2155080447196,44.856432043798804,0.6,2.0,1,0,4,1.2,1.8,2,0,3,0,0,0,0.0,0.0
21/01/2023,17:45,Nijmegen,FC Emmen,3,1,H,1.98,3.35,3.97,2.14,1.7,1515.9947475749213,1421.2390524172456,94.75569515767575,1.6,1.0,2,2,1,0.8,1.0,1,3,1,0,0,0,0.0,0.0
21/01/2023,19:00,Cambuur,Sparta Rotterdam,0,3,A,3.06,3.23,2.36,2.15,1.7,1383.444459241876,1562.1087464208088,-178.66428717893268,0.2,1.4,0,1,4,1.8,0.4,3,2,0,0,0,0,0.0,0.0
21/01/2023,19:00,PSV Eindhoven,Vitesse,1,0,H,1.25,6.11,10.35,1.4,2.9,1572.1064600287734,1454.4725569055995,117.63390312317392,1.4,0.8,2,2,1,1.0,1.8,0,4,1,0,0,0,0.0,0.0
22/01/2023,11:15,Heerenveen,Groningen,3,1,H,1.72,3.79,4.69,1.85,1.96,1524.8761941116575,1402.8309526636692,122.04524144798825,0.8,1.0,2,1,2,0.6,1.8,0,1,4,0,0,0,0.0,0.0
22/01/2023,13:30,Feyenoord,Ajax,1,1,D,2.61,3.57,2.53,1.59,2.32,1604.9616647016942,1565.4620582429684,39.49960645872579,2.4,0.4,4,1,0,1.4,1.6,0,4,1,0,0,0,0.0,0.0
22/01/2023,13:30,Twente,Utrecht,2,0,H,1.72,3.93,4.52,1.7,2.14,1581.4418321757876,1530.423138468267,51.01869370752047,1.4,0.4,2,3,0,2.2,1.0,3,2,0,0,0,0,0.0,0.0
22/01/2023,15:45,AZ Alkmaar,For Sittard,3,1,H,1.3,5.61,9.05,1.51,2.5,1583.8658237255313,1450.2885254493497,133.57729827618164,1.4,1.0,3,1,1,1.2,2.0,1,1,3,0,0,0,0.0,0.0
24/01/2023,17:45,FC Emmen,PSV Eindhoven,1,0,H,7.27,4.61,1.43,1.74,2.09,1442.3718233674956,1550.9736890785234,-108.60186571102781,1.0,1.6,1,2,2,1.0,0.8,2,2,1,0,1,0,1.0,4.0
24/01/2023,20:00,Sparta Rotterdam,Waalwijk,0,0,D,1.79,3.65,4.51,1.91,1.89,1558.3526592364876,1476.9749242671403,81.37773496934733,1.8,0.2,3,2,0,1.0,2.4,1,1,3,0,0,1,2.0,2.0
25/01/2023,17:45,Vitesse,Twente,2,2,D,3.5,3.55,2.04,1.85,1.96,1459.7225989776455,1576.1917901037416,-116.46919112609612,1.0,1.2,0,4,1,1.2,0.4,2,3,0,0,1,0,0.0,3.0
25/01/2023,17:45,Go Ahead Eagles,AZ Alkmaar,1,4,A,3.93,3.68,1.88,1.77,2.05,1492.3670322238638,1595.4762941574609,-103.10926193359705,2.0,1.2,2,3,0,1.6,1.0,3,1,1,0,1,0,0.0,2.0
25/01/2023,19:00,For Sittard,Heerenveen,2,0,H,3.0,3.37,2.34,1.92,1.88,1468.460158540685,1506.7045610203222,-38.2444024796373,1.2,2.0,1,1,3,1.2,0.8,3,1,1,0,1,0,1.0,2.0
25/01/2023,20:00,Feyenoord,Nijmegen,2,0,H,1.3,5.5,9.86,1.56,2.38,1616.2024614653646,1504.753950811251,111.44851065411376,2.2,0.6,3,2,0,2.2,0.6,3,2,0,0,0,1,1.0,1.0
25/01/2023,20:00,Utrecht,Excelsior,1,0,H,1.39,5.01,7.1,1.48,2.59,1542.3025396535324,1445.192538903253,97.11000075027937,1.8,1.2,2,2,1,0.8,1.4,2,0,3,1,0,0,1.0,0.0
26/01/2023,17:45,Groningen,Cambuur,0,1,A,2.23,3.37,3.2,1.94,1.86,1386.9948380316341,1399.2805738739112,-12.285735842277063,0.8,2.4,0,0,5,0.2,1.8,0,1,4,1,0,0,1.0,0.0
26/01/2023,20:00,Ajax,Volendam,1,1,D,1.13,9.47,16.21,1.19,4.39,1559.2439815396142,1418.4335847480738,140.81039679154037,1.4,1.4,0,5,0,1.0,1.8,2,0,3,1,0,0,4.0,2.0
28/01/2023,15:30,PSV Eindhoven,Go Ahead Eagles,2,0,H,1.25,6.19,10.6,1.43,2.74,1563.4671649862016,1479.8735563161856,83.59360867001601,0.6,0.8,1,2,2,1.6,1.8,1,3,1,1,0,0,5.0,2.0
28/01/2023,17:45,Waalwijk,FC Emmen,2,0,H,2.2,3.34,3.26,2.02,1.8,1490.4859083952267,1428.8608392394092,61.62506915581753,1.0,1.8,1,2,2,1.0,1.6,1,2,2,0,0,1,1.0,1.0
28/01/2023,19:00,Nijmegen,Sparta Rotterdam,1,1,D,2.35,3.28,3.06,2.07,1.75,1507.0498088018098,1556.0568012459287,-49.00699244411885,2.0,1.0,2,2,1,1.0,0.2,2,3,0,0,1,0,0.0,2.0
28/01/2023,19:00,Heerenveen,Vitesse,1,3,A,2.15,3.4,3.35,2.0,1.82,1489.6884603774665,1476.7386996205012,12.949760756965361,1.0,1.2,2,1,2,1.0,1.2,0,4,1,1,0,0,4.0,0.0
28/01/2023,20:00,AZ Alkmaar,Utrecht,5,5,D,1.68,3.98,4.74,1.67,2.2,1593.1983564484283,1544.580477362565,48.61787908586325,2.2,0.6,4,1,0,1.6,1.0,2,2,1,1,0,0,2.0,1.0
29/01/2023,11:15,Twente,Feyenoord,1,1,D,2.81,3.31,2.5,1.95,1.85,1577.9115937815627,1614.4826577875435,-36.571064005980816,1.4,0.6,2,3,0,2.4,0.6,3,2,0,0,1,0,0.0,2.0
29/01/2023,13:30,Excelsior,Ajax,1,4,A,9.98,6.46,1.24,1.35,3.11,1434.9469724530613,1569.489547989806,-134.5425755367446,0.8,1.4,2,0,3,1.2,1.2,0,5,0,0,1,0,1.0,7.0
29/01/2023,13:30,Volendam,Groningen,3,2,H,2.3,3.47,2.98,1.85,1.95,1432.0799574634439,1373.348465316264,58.73149214717978,1.2,1.6,2,1,2,0.6,2.2,0,0,5,0,0,1,2.0,2.0
29/01/2023,15:45,Cambuur,For Sittard,1,2,A,2.35,3.39,2.95,1.92,1.88,1387.2284414501119,1480.5122909644842,-93.28384951437238,0.4,1.6,1,1,3,1.6,1.8,2,1,2,1,0,0,4.0,1.0
01/02/2023,19:00,Waalwijk,Go Ahead Eagles,3,1,H,2.24,3.53,3.04,1.78,2.04,1505.0278787619545,1465.3315859494578,39.69629281249672,0.8,1.6,1,2,2,1.4,2.0,1,2,2,0,0,0,0.0,0.0
03/02/2023,19:00,For Sittard,Sparta Rotterdam,0,0,D,2.49,3.19,2.92,2.17,1.69,1483.7233642756746,1552.8457279347383,-69.1223636590637,1.4,1.6,2,1,2,1.0,0.2,2,3,0,0,1,0,1.0,3.0
04/02/2023,17:45,Volendam,AZ Alkmaar,1,1,D,5.02,4.59,1.56,1.48,2.6,1438.5768216576625,1586.7014922542096,-148.12467059654705,1.8,1.2,3,1,1,3.0,1.6,3,2,0,0,1,0,1.0,2.0
04/02/2023,19:00,FC Emmen,Vitesse,2,2,D,2.71,3.24,2.64,2.12,1.72,1430.9149069367222,1474.6846319231881,-43.76972498646592,0.4,1.4,1,1,3,1.2,1.0,1,3,1,0,1,0,1.0,2.0
04/02/2023,19:00,Utrecht,Heerenveen,1,0,H,1.82,3.62,4.29,1.91,1.88,1557.230122111297,1477.0388156287345,80.1913064825626,1.8,2.0,1,3,1,0.8,1.6,1,1,3,1,0,0,2.0,1.0
04/02/2023,20:00,Excelsior,Waalwijk,0,0,D,2.7,3.53,2.5,1.76,2.06,1437.9322311653805,1502.0426200496354,-64.11038888425492,0.8,1.2,2,0,3,1.2,0.6,2,2,1,0,1,0,2.0,5.0
05/02/2023,11:15,Cambuur,Ajax,0,5,A,10.69,6.0,1.25,1.51,2.52,1379.4469593956005,1577.2710300443173,-197.82407064871677,0.4,1.6,1,1,3,1.4,0.8,1,4,0,0,1,0,0.0,4.0
05/02/2023,13:30,Go Ahead Eagles,Nijmegen,1,0,H,2.44,3.39,2.81,1.96,1.84,1482.1240998999476,1490.25729485132,-8.133194951372388,1.2,2.2,1,1,3,1.0,1.0,1,3,1,0,0,1,3.0,3.0
05/02/2023,13:30,Feyenoord,PSV Eindhoven,2,2,D,2.18,3.53,3.16,1.74,2.1,1612.2958355799074,1565.6539871938378,46.64184838606957,1.6,0.6,2,3,0,1.0,0.6,2,2,1,0,1,0,3.0,4.0
05/02/2023,15:45,Groningen,Twente,1,1,D,5.27,4.01,1.62,1.87,1.93,1381.283729504283,1569.9763295935438,-188.69260008926085,0.6,2.2,0,0,5,1.4,0.6,2,3,0,0,1,0,0.0,3.0
10/02/2023,19:00,AZ Alkmaar,Excelsior,5,0,H,1.26,6.07,10.14,1.43,2.8,1595.6443493622417,1428.9893740573484,166.65497530489324,3.0,1.6,3,2,0,0.6,1.2,1,1,3,0,1,0,1.0,2.0
11/02/2023,17:45,Nijmegen,Cambuur,0,0,D,1.71,3.77,4.83,1.96,1.85,1485.6291026991146,1384.075151547806,101.55395115130864,0.8,1.0,1,2,2,0.4,2.0,1,1,3,1,0,0,1.0,0.0
11/02/2023,19:00,PSV Eindhoven,Groningen,6,0,H,1.15,7.72,17.07,1.44,2.75,1573.3657026837325,1373.5720140143883,199.7936886693442,1.4,1.0,2,2,1,0.8,2.2,0,1,4,0,1,0,2.0,4.0
11/02/2023,20:00,FC Emmen,For Sittard,0,1,A,2.17,3.39,3.34,2.05,1.77,1418.1774347622645,1496.4608364501323,-78.28340168786781,0.8,1.4,1,2,2,1.4,1.2,2,2,1,1,0,0,1.0,0.0
12/02/2023,11:15,Sparta Rotterdam,Go Ahead Eagles,2,1,H,2.02,3.32,3.82,2.21,1.66,1564.8339124586798,1470.135915376006,94.69799708267374,1.0,0.2,2,3,0,1.0,2.2,1,1,3,1,0,0,1.0,0.0
12/02/2023,13:30,Vitesse,Utrecht,2,0,H,2.47,3.51,2.71,1.83,1.98,1493.1828330069252,1538.73192102756,-45.54908802063483,1.4,1.2,1,3,1,1.8,1.8,2,2,1,0,1,0,0.0,1.0
12/02/2023,13:30,Heerenveen,Feyenoord,1,2,A,4.79,3.87,1.7,1.81,2.0,1467.6001776365877,1621.7344735720542,-154.13429593546653,0.8,1.8,1,0,4,1.8,0.8,2,3,0,0,0,1,0.0,0.0
12/02/2023,15:45,Ajax,Waalwijk,3,1,H,1.14,8.26,17.12,1.32,3.32,1589.0729810098696,1490.240669084083,98.8323119257866,2.2,0.6,2,3,0,1.2,0.6,2,2,1,1,0,0,4.0,1.0
12/02/2023,15:45,Twente,Volendam,3,0,H,1.24,6.14,11.56,1.45,2.7,1579.5592045129338,1428.9939467382726,150.56525777466118,1.2,0.8,1,4,0,1.4,1.4,2,2,1,0,1,0,0.0,1.0
17/02/2023,19:00,Waalwijk,For Sittard,3,1,H,2.24,3.48,3.14,1.81,2.0,1505.5091866085002,1481.1923189257152,24.31686768278496,1.2,0.8,2,2,1,1.2,0.8,3,1,1,0,0,1,0.0,0.0
18/02/2023,15:30,Volendam,Vitesse,2,0,H,3.46,3.68,2.02,1.68,2.18,1446.7340981509137,1475.442681594284,-28.708583443370344,1.0,1.8,1,2,2,1.8,1.2,2,2,1,0,0,1,1.0,1.0
18/02/2023,17:45,Groningen,FC Emmen,1,1,D,2.31,3.23,3.19,2.15,1.7,1375.4872735335034,1416.2621752431494,-40.774901709645974,0.8,2.8,0,1,4,0.8,1.6,1,1,3,0,0,1,0.0,0.0
18/02/2023,20:00,Feyenoord,AZ Alkmaar,2,1,H,1.73,3.93,4.52,1.67,2.2,1635.6101848660724,1581.7686380682235,53.84154679784888,1.6,1.0,2,3,0,3.6,1.6,3,2,0,1,0,0,3.0,1.0
19/02/2023,11:15,Cambuur,Heerenveen,1,2,A,3.08,3.35,2.31,1.97,1.84,1372.6133161263265,1479.0620130580671,-106.44869693174064,0.4,2.0,1,1,3,1.0,1.8,1,0,4,0,1,0,1.0,2.0
19/02/2023,13:30,Utrecht,PSV Eindhoven,2,2,D,3.76,4.01,1.85,1.55,2.41,1540.222248430046,1571.8753752812465,-31.653126851200568,1.4,1.8,2,1,2,2.2,0.6,3,1,1,0,1,0,1.0,6.0
19/02/2023,13:30,Go Ahead Eagles,Twente,2,0,H,4.01,3.56,1.9,1.93,1.88,1489.7098583518016,1559.9852615371383,-70.2754031853367,0.8,2.2,1,0,4,1.8,0.8,2,3,0,0,0,1,1.0,1.0
19/02/2023,15:45,Ajax,Sparta Rotterdam,4,0,H,1.22,6.53,12.24,1.45,2.71,1603.0281908326597,1550.8787026358898,52.14948819676988,2.8,0.8,3,2,0,1.2,0.4,2,3,0,1,0,0,1.0,0.0
19/02/2023,19:00,Excelsior,Nijmegen,0,3,A,3.12,3.57,2.2,1.69,2.16,1416.4132729430974,1498.2052038133656,-81.79193087026829,0.6,2.0,1,1,3,0.8,1.0,1,2,2,0,0,1,1.0,1.0
24/02/2023,19:00,Sparta Rotterdam,Utrecht,0,3,A,2.74,3.23,2.63,2.13,1.71,1535.4187707434692,1555.6821803224666,-20.263409578997425,0.6,1.2,1,3,1,1.8,1.8,2,2,1,0,1,0,1.0,3.0
25/02/2023,15:30,Groningen,Excelsior,3,0,H,1.87,3.81,3.89,1.77,2.05,1392.2460637532542,1399.6544827233465,-7.408418970092271,0.8,2.4,0,2,3,0.2,2.6,0,1,4,0,1,0,0.0,1.0
25/02/2023,17:45,Heerenveen,Waalwijk,1,4,A,1.95,3.66,3.69,1.79,2.02,1465.2016290371218,1519.3695706294454,-54.16794159232359,0.8,1.8,1,0,4,1.8,1.0,3,1,1,0,0,1,0.0,0.0
25/02/2023,19:00,AZ Alkmaar,Cambuur,2,1,H,1.25,6.17,10.72,1.49,2.57,1588.6915977697456,1365.6903564248043,223.00124134494126,3.2,1.8,2,2,1,0.6,1.8,1,1,3,1,0,0,1.0,0.0
25/02/2023,20:00,Nijmegen,Volendam,3,0,H,1.58,4.2,5.46,1.68,2.18,1510.9991329863626,1433.9401689779168,77.05896400844586,0.8,0.8,1,2,2,1.4,1.4,2,2,1,1,0,0,4.0,1.0
26/02/2023,11:15,For Sittard,Feyenoord,2,4,A,6.53,4.83,1.44,1.57,2.39,1472.4522167735672,1644.3502870182203,-171.89807024465313,1.2,0.8,3,1,1,1.8,1.0,3,2,0,0,0,1,1.0,1.0
26/02/2023,13:30,FC Emmen,Go Ahead Eagles,2,2,D,2.41,3.28,2.98,2.14,1.7,1419.3867591192818,1486.5852744756692,-67.19851535638736,0.8,1.2,1,2,2,1.0,1.4,2,0,3,0,1,0,0.0,2.0
26/02/2023,13:30,Vitesse,Ajax,1,2,A,5.67,4.62,1.51,1.56,2.41,1465.7160549574185,1612.7548174695253,-147.0387625121068,1.8,1.4,2,2,1,3.4,0.6,4,1,0,0,0,1,2.0,2.0
26/02/2023,15:45,PSV Eindhoven,Twente,3,1,H,1.63,4.2,4.87,1.66,2.21,1586.3622381159344,1545.4983987024505,40.8638394134839,2.4,1.0,2,2,1,1.4,1.2,1,3,1,0,1,0,1.0,2.0
03/03/2023,19:00,Utrecht,For Sittard,1,2,A,1.57,4.22,5.52,1.69,2.15,1537.1560482564973,1490.9783488395365,46.17769941696088,2.2,1.8,2,2,1,1.2,1.6,2,1,2,1,0,0,4.0,3.0
03/03/2023,19:00,Vitesse,AZ Alkmaar,0,1,A,3.13,3.42,2.25,1.85,1.95,1455.8141914682467,1598.5934612589174,-142.7792697906707,1.6,1.4,2,1,2,2.8,1.8,2,2,1,0,0,1,1.0,1.0
04/03/2023,17:45,Volendam,FC Emmen,3,1,H,2.61,3.39,2.64,1.9,1.9,1448.3122149955686,1405.01471310163,43.297501893938716,1.2,1.8,2,1,2,1.0,1.6,0,3,2,0,0,1,1.0,1.0
04/03/2023,19:00,Feyenoord,Groningen,1,0,H,1.2,6.96,12.56,1.41,2.85,1650.044663834225,1386.5516869372495,263.4929768969755,2.2,1.4,3,2,0,1.4,2.2,1,2,2,1,0,0,3.0,0.0
04/03/2023,20:00,Twente,Heerenveen,3,3,D,1.55,4.18,5.81,1.81,2.0,1542.092139874389,1468.6078878651833,73.48425200920565,1.2,1.4,1,2,2,1.0,2.2,1,0,4,0,1,0,1.0,2.0
05/03/2023,11:15,Excelsior,Sparta Rotterdam,1,4,A,3.32,3.49,2.14,1.93,1.87,1390.2347245508179,1544.8385289159978,-154.60380436517994,0.2,3.0,0,1,4,0.6,1.8,1,2,2,0,1,0,0.0,1.0
