Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HomeTeamElo,AwayTeamElo,EloDifference,Home_AvgGoalsScored,Home_AvgGoalsConceded,Home_Wins,Home_Draws,Home_Losses,Away_AvgGoalsScored,Away_AvgGoalsConceded,Away_Wins,Away_Draws,Away_Losses,HTH_HomeWins,HTH_AwayWins,HTH_Draws,HTH_AvgHomeGoals,HTH_AvgAwayGoals,Unnamed: 11
2023-10-28 00:00:00,Reims,Lorient,1,0,H,1.66,4.16,5.01,1.71,2.16,1512.45,1485.97,26.48,1.4,1.4,2,1,2,2.0,2.8,1,2,2,0,0,0,0.0,0.0,
2023-10-29 00:00:00,Brest,Paris SG,2,3,A,5.85,4.49,1.53,1.63,2.29,1522.93,1551.71,-28.78,0.8,0.6,2,2,1,2.4,0.8,3,1,1,0,0,0,0.0,0.0,
2023-10-29 00:00:00,Montpellier,Toulouse,3,0,H,1.77,3.92,4.47,1.75,2.1,1485.87,1499.24,-13.37,1.0,1.0,1,2,2,1.2,0.8,1,3,1,0,0,0,0.0,0.0,
2023-10-29 00:00:00,Rennes,Strasbourg,1,1,D,1.6,4.11,5.69,1.87,1.96,1494.24,1469.77,24.47,1.4,1.6,1,2,2,0.8,1.6,1,1,3,0,0,0,0.0,0.0,
2023-10-29 00:00:00,Metz,Le Havre,0,0,D,2.55,3.25,2.91,2.18,1.69,1459.11,1482.9,-23.78,0.4,1.4,1,0,4,0.4,1.2,1,2,2,0,0,0,0.0,0.0,
2023-10-29 00:00:00,Lille,Monaco,2,0,H,2.28,3.8,2.93,1.57,2.41,1528.48,1563.55,-35.07,1.4,1.0,2,2,1,2.0,1.4,3,1,1,0,0,0,0.0,0.0,
2023-11-03 00:00:00,Paris SG,Montpellier,3,0,H,1.26,6.56,10.28,1.35,3.22,1565.47,1501.45,64.03,2.6,0.6,4,1,0,1.6,0.8,2,2,1,0,0,0,0.0,0.0,
2023-11-04 00:00:00,Lorient,Lens,0,0,D,4.81,3.89,1.73,1.85,1.98,1472.11,1498.67,-26.56,1.6,2.6,1,1,3,1.6,0.4,3,2,0,0,0,0,0.0,0.0,
2023-11-04 00:00:00,Marseille,Lille,0,0,D,2.23,3.54,3.22,1.86,1.97,1497.78,1544.99,-47.21,1.0,1.6,1,1,3,1.4,0.6,3,1,1,0,0,0,0.0,0.0,
2023-11-05 00:00:00,Lyon,Metz,1,1,D,1.67,4.01,5.02,1.73,2.13,1422.76,1460.14,-37.37,0.8,1.6,0,2,3,0.2,1.4,0,1,4,0,0,0,0.0,0.0,
2023-11-05 00:00:00,Nantes,Reims,0,1,A,2.92,3.24,2.53,2.11,1.74,1503.98,1526.31,-22.33,2.0,2.2,3,0,2,1.4,1.0,3,1,1,0,0,0,0.0,0.0,
2023-11-05 00:00:00,Strasbourg,Clermont,0,0,D,2.37,3.24,3.17,2.23,1.67,1470.82,1440.03,30.79,0.6,1.4,1,1,3,0.6,1.0,1,1,3,0,0,0,0.0,0.0,
2023-11-05 00:00:00,Toulouse,Le Havre,1,2,A,2.15,3.36,3.52,2.07,1.77,1483.67,1481.87,1.79,1.2,1.4,1,2,2,0.4,1.2,1,2,2,0,0,0,0.0,0.0,
2023-11-05 00:00:00,Monaco,Brest,2,0,H,1.73,4.08,4.49,1.64,2.28,1547.04,1509.17,37.87,1.6,1.4,3,0,2,0.8,1.0,1,2,2,0,0,0,0.0,0.0,
2023-11-05 00:00:00,Nice,Rennes,2,0,H,2.1,3.39,3.63,2.09,1.75,1580.54,1493.18,87.36,0.8,0.0,4,1,0,1.2,1.4,1,2,2,0,0,0,0.0,0.0,
2023-11-10 00:00:00,Montpellier,Nice,0,0,D,3.56,3.37,2.14,2.03,1.81,1489.18,1591.85,-102.67,1.2,1.0,2,1,2,1.0,0.0,4,1,0,0,0,0,0.0,0.0,
2023-11-11 00:00:00,Reims,Paris SG,0,3,A,5.21,4.35,1.6,1.59,2.36,1540.35,1577.74,-37.39,1.2,0.8,3,1,1,2.4,0.6,4,1,0,0,0,0,0.0,0.0,
2023-11-11 00:00:00,Le Havre,Monaco,0,0,D,4.45,3.93,1.77,1.75,2.09,1496.95,1560.41,-63.46,0.4,1.2,1,2,2,2.0,1.2,4,0,1,0,0,0,0.0,0.0,
2023-11-12 00:00:00,Lens,Marseille,1,0,H,2.26,3.48,3.16,1.84,1.99,1497.52,1499.81,-2.29,1.2,0.2,2,3,0,1.0,1.6,1,1,3,0,0,0,0.0,0.0,
2023-11-12 00:00:00,Rennes,Lyon,0,1,A,1.73,4.06,4.48,1.67,2.22,1481.88,1424.37,57.5,1.2,1.8,1,1,3,1.0,1.8,0,2,3,0,0,0,0.0,0.0,
2023-11-12 00:00:00,Metz,Nantes,3,1,H,2.93,3.31,2.49,1.99,1.83,1458.53,1489.94,-31.41,0.4,1.4,0,2,3,1.0,1.8,2,0,3,0,0,0,0.0,0.0,
2023-11-12 00:00:00,Clermont,Lorient,1,0,H,2.13,3.33,3.6,2.11,1.74,1441.36,1473.25,-31.89,0.6,0.8,1,2,2,1.0,1.6,1,2,2,0,0,0,0.0,0.0,
2023-11-12 00:00:00,Lille,Toulouse,1,1,D,1.57,4.31,5.67,1.76,2.08,1542.97,1468.59,74.38,1.2,0.2,3,2,0,1.2,1.4,1,2,2,0,0,0,0.0,0.0,
2023-11-24 00:00:00,Paris SG,Monaco,5,2,H,1.48,5.07,5.96,1.36,3.16,1591.13,1557.7,33.43,3.0,0.6,5,0,0,1.4,0.8,3,1,1,0,0,0,0.0,0.0,
2023-11-25 00:00:00,Strasbourg,Marseille,1,1,D,3.9,3.56,1.97,2.04,1.8,1469.5,1484.71,-15.21,0.4,1.4,0,2,3,1.0,1.0,1,1,3,0,0,0,0.0,0.0,
2023-11-25 00:00:00,Clermont,Lens,0,3,A,3.81,3.5,2.01,2.05,1.79,1457.73,1512.62,-54.89,0.6,0.4,2,2,1,1.2,0.2,2,3,0,0,0,0,0.0,0.0,
2023-11-26 00:00:00,Rennes,Reims,3,1,H,1.99,3.62,3.76,1.9,1.93,1464.42,1526.95,-62.54,0.6,1.8,0,1,4,0.8,1.4,2,1,2,0,0,0,0.0,0.0,
2023-11-26 00:00:00,Montpellier,Brest,1,3,A,2.29,3.43,3.15,1.94,1.88,1493.49,1495.8,-2.31,1.2,1.0,2,1,2,0.6,1.4,0,2,3,0,0,0,0.0,0.0,
2023-11-26 00:00:00,Nantes,Le Havre,0,0,D,2.08,3.42,3.68,2.09,1.75,1473.59,1499.66,-26.07,1.0,1.8,2,0,3,0.4,0.8,1,3,1,0,0,0,0.0,0.0,
2023-11-26 00:00:00,Nice,Toulouse,1,0,H,1.51,4.15,6.93,2.02,1.82,1587.54,1471.75,115.79,1.0,0.0,4,1,0,0.8,1.6,0,3,2,0,0,0,0.0,0.0,
2023-11-26 00:00:00,Lyon,Lille,0,2,A,2.99,3.4,2.4,1.91,1.92,1441.83,1539.8,-97.97,1.2,1.6,1,2,2,1.0,0.4,2,3,0,0,0,0,0.0,0.0,
2023-11-26 00:00:00,Lorient,Metz,2,3,A,1.99,3.45,3.96,2.12,1.74,1456.88,1474.88,-18.0,1.0,1.2,1,2,2,1.0,1.0,1,2,2,0,0,0,0.0,0.0,
2023-11-29 00:00:00,Montpellier,Clermont,1,1,D,1.94,3.62,4.01,1.94,1.89,1478.59,1445.08,33.5,0.8,1.6,1,1,3,0.6,1.0,2,1,2,0,0,0,0.0,0.0,
2023-12-01 00:00:00,Reims,Strasbourg,2,1,H,1.74,3.87,4.78,1.85,1.99,1509.28,1470.15,39.13,0.8,1.4,2,1,2,0.6,1.4,0,3,2,0,0,0,0.0,0.0,
2023-12-02 00:00:00,Lens,Lyon,3,2,H,1.71,4.05,4.8,1.76,2.09,1525.27,1430.95,94.32,1.6,0.0,3,2,0,1.2,1.6,1,2,2,0,0,0,0.0,0.0,
2023-12-02 00:00:00,Nantes,Nice,1,0,H,3.87,3.42,2.03,2.19,1.69,1474.72,1597.72,-123.0,0.6,1.6,1,1,3,1.0,0.0,4,1,0,0,0,0,0.0,0.0,
2023-12-03 00:00:00,Le Havre,Paris SG,0,2,A,9.68,5.69,1.31,1.53,2.49,1498.54,1604.69,-106.16,0.4,0.2,1,4,0,3.4,0.8,5,0,0,0,0,0,0.0,0.0,
2023-12-03 00:00:00,Brest,Clermont,3,0,H,1.8,3.72,4.56,2.01,1.83,1510.7,1446.53,64.17,1.2,1.6,1,1,3,0.4,1.0,1,2,2,0,0,0,0.0,0.0,
2023-12-03 00:00:00,Monaco,Montpellier,2,0,H,1.65,4.37,4.78,1.51,2.56,1544.14,1477.15,67.0,1.2,1.6,2,1,2,1.0,1.4,1,2,2,0,0,0,0.0,0.0,
2023-12-03 00:00:00,Toulouse,Lorient,1,1,D,2.02,3.51,3.78,1.94,1.89,1461.57,1442.66,18.92,0.6,1.6,0,2,3,0.8,1.2,1,1,3,0,0,0,0.0,0.0,
