Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HomeTeamElo,AwayTeamElo,EloDifference,Home_AvgGoalsScored,Home_AvgGoalsConceded,Home_Wins,Home_Draws,Home_Losses,Away_AvgGoalsScored,Away_AvgGoalsConceded,Away_Wins,Away_Draws,Away_Losses,HTH_HomeWins,HTH_AwayWins,HTH_Draws,HTH_AvgHomeGoals,HTH_AvgAwayGoals
2023-10-28,Bournemouth,Burnley,2,1,H,2.13,3.66,3.38,1.8,2.05,1422.24,1422.46,-0.21,0.4,2.4,0,1,4,0.6,2.2,1,0,4,0,0,0,0.0,0.0
2023-10-28,Wolves,Newcastle,2,2,D,4.26,3.94,1.82,1.77,2.1,1495.12,1529.83,-34.71,1.4,1.4,2,2,1,3.4,0.4,4,1,0,0,0,0,0.0,0.0
2023-10-29,Man United,Man City,0,3,A,4.99,4.04,1.69,1.73,2.15,1510.93,1561.7,-50.77,1.2,1.2,3,0,2,1.6,1.0,3,0,2,0,0,0,0.0,0.0
2023-10-29,Brighton,Fulham,1,1,D,1.56,4.6,5.42,1.5,2.59,1523.03,1485.53,37.5,2.0,2.4,2,1,2,0.8,1.0,2,1,2,0,0,0,0.0,0.0
2023-10-29,West Ham,Everton,0,1,A,2.15,3.64,3.32,1.74,2.12,1511.46,1449.53,61.93,1.4,2.4,1,1,3,1.4,1.2,2,0,3,0,0,0,0.0,0.0
2023-10-29,Liverpool,Nott'm Forest,3,0,H,1.27,6.38,10.39,1.41,2.91,1564.15,1485.42,78.74,2.2,1.2,3,1,1,0.8,1.2,0,4,1,0,0,0,0.0,0.0
2023-10-29,Aston Villa,Luton,3,1,H,1.28,6.19,10.79,1.51,2.59,1556.76,1436.59,120.18,3.0,0.8,4,1,0,1.2,1.4,1,2,2,0,0,0,0.0,0.0
2023-11-04,Fulham,Man United,0,1,A,3.24,3.61,2.2,1.79,2.05,1487.14,1498.11,-10.97,0.8,1.2,1,2,2,1.0,1.2,3,0,2,0,0,0,0.0,0.0
2023-11-04,Brentford,West Ham,3,2,H,2.08,3.67,3.46,1.75,2.11,1494.5,1493.81,0.69,1.6,1.2,2,1,2,1.2,2.0,1,1,3,0,0,0,0.0,0.0
2023-11-04,Everton,Brighton,1,1,D,3.09,3.81,2.2,1.59,2.41,1467.17,1521.42,-54.24,1.6,1.0,3,0,2,1.6,2.4,1,2,2,0,0,0,0.0,0.0
2023-11-04,Man City,Bournemouth,6,1,H,1.1,11.39,26.19,1.3,3.53,1574.53,1437.25,137.27,1.6,0.8,3,0,2,0.8,2.6,1,0,4,0,0,0,0.0,0.0
2023-11-04,Sheffield United,Wolves,2,1,H,3.83,3.64,1.98,1.89,1.94,1389.98,1496.61,-106.64,0.4,4.0,0,0,5,1.6,1.2,2,3,0,0,0,0,0.0,0.0
2023-11-04,Newcastle,Arsenal,1,0,H,2.82,3.39,2.56,1.92,1.91,1528.34,1584.73,-56.39,3.6,0.8,3,2,0,2.8,0.8,3,2,0,0,0,0,0.0,0.0
2023-11-04,Burnley,Crystal Palace,0,2,A,2.85,3.23,2.63,2.23,1.68,1407.45,1487.25,-79.8,0.8,2.4,1,0,4,0.4,1.2,1,2,2,0,0,0,0.0,0.0
2023-11-05,Nott'm Forest,Aston Villa,2,0,H,4.09,3.77,1.89,1.76,2.1,1473.76,1566.77,-93.01,0.6,1.6,0,3,2,3.0,0.8,4,1,0,0,0,0,0.0,0.0
2023-11-05,Luton,Liverpool,1,1,D,11.46,6.8,1.24,1.37,3.09,1426.58,1575.81,-149.23,1.2,1.8,1,1,3,2.2,1.0,3,1,1,0,0,0,0.0,0.0
2023-11-06,Tottenham,Chelsea,1,4,A,2.13,3.73,3.29,1.71,2.16,1601.47,1487.31,114.17,1.8,0.8,4,1,0,1.6,1.2,2,1,2,0,0,0,0.0,0.0
2023-11-11,Wolves,Tottenham,2,1,H,3.13,3.73,2.21,1.63,2.32,1477.15,1581.72,-104.57,1.6,1.4,2,2,1,1.6,1.2,4,0,1,0,0,0,0.0,0.0
2023-11-11,Arsenal,Burnley,3,1,H,1.19,7.34,15.07,1.49,2.62,1567.31,1395.84,171.48,2.4,0.6,3,1,1,0.8,2.4,1,0,4,0,0,0,0.0,0.0
2023-11-11,Crystal Palace,Everton,2,3,A,2.44,3.21,3.11,2.29,1.64,1498.86,1469.5,29.36,0.8,1.2,2,1,2,1.2,1.0,2,1,2,0,0,0,0.0,0.0
2023-11-11,Man United,Luton,1,0,H,1.33,5.6,9.17,1.53,2.52,1512.64,1432.65,79.99,1.0,1.2,3,0,2,1.0,1.8,0,2,3,0,0,0,0.0,0.0
2023-11-11,Bournemouth,Newcastle,2,0,H,4.67,4.03,1.73,1.69,2.2,1427.89,1545.75,-117.86,0.8,3.2,1,0,4,2.2,0.8,3,2,0,0,0,0,0.0,0.0
2023-11-12,Chelsea,Man City,4,4,D,4.93,3.83,1.74,1.84,2.0,1507.07,1583.89,-76.82,2.4,1.2,3,1,1,2.4,1.0,3,0,2,0,0,0,0.0,0.0
2023-11-12,Aston Villa,Fulham,3,1,H,1.59,4.28,5.66,1.69,2.19,1547.85,1472.62,75.23,2.8,1.2,3,1,1,0.8,1.4,1,1,3,0,0,0,0.0,0.0
2023-11-12,Liverpool,Brentford,3,0,H,1.42,5.16,7.05,1.46,2.73,1569.74,1509.47,60.26,1.8,1.0,2,2,1,2.0,1.0,3,1,1,0,0,0,0.0,0.0
2023-11-12,Brighton,Sheffield United,1,1,D,1.24,6.73,11.71,1.41,2.94,1519.1,1409.44,109.65,1.2,2.4,0,3,2,0.8,2.6,1,0,4,0,0,0,0.0,0.0
2023-11-12,West Ham,Nott'm Forest,3,2,H,1.89,3.77,4.09,1.79,2.05,1478.84,1492.68,-13.84,1.4,2.0,1,1,3,1.0,1.2,1,3,1,0,0,0,0.0,0.0
2023-11-25,Man City,Liverpool,1,1,D,1.75,4.31,4.29,1.5,2.62,1580.63,1582.16,-1.53,3.0,1.4,3,1,1,2.2,0.6,3,2,0,0,0,0,0.0,0.0
2023-11-25,Burnley,West Ham,1,2,A,3.47,3.62,2.1,1.78,2.08,1387.69,1494.44,-106.75,0.6,2.8,0,0,5,1.6,2.4,1,1,3,0,0,0,0.0,0.0
2023-11-25,Luton,Crystal Palace,2,1,H,3.63,3.38,2.13,2.16,1.72,1421.04,1482.6,-61.55,0.8,1.6,0,2,3,1.0,1.8,1,1,3,0,0,0,0.0,0.0
2023-11-25,Newcastle,Chelsea,4,1,H,2.62,3.5,2.68,1.84,2.01,1525.85,1510.33,15.52,1.8,1.2,2,2,1,2.8,2.0,2,2,1,0,0,0,0.0,0.0
2023-11-25,Nott'm Forest,Brighton,2,3,A,3.22,3.64,2.2,1.74,2.13,1477.08,1514.51,-37.43,1.2,1.6,1,2,2,1.2,1.4,0,4,1,0,0,0,0.0,0.0
2023-11-25,Sheffield United,Bournemouth,1,3,A,3.29,3.53,2.21,1.83,2.02,1414.02,1447.79,-33.77,1.0,2.4,1,1,3,1.2,2.4,2,0,3,0,0,0,0.0,0.0
2023-11-25,Brentford,Arsenal,0,1,A,4.64,3.84,1.77,1.88,1.96,1497.05,1575.46,-78.41,1.8,1.4,3,0,2,2.2,0.8,3,1,1,0,0,0,0.0,0.0
2023-11-26,Tottenham,Aston Villa,1,2,A,2.35,3.89,2.8,1.5,2.59,1562.33,1559.65,2.68,1.4,1.4,3,0,2,2.2,1.2,3,1,1,0,0,0,0.0,0.0
2023-11-26,Everton,Man United,0,3,A,2.74,3.52,2.56,1.82,2.03,1485.76,1524.24,-38.48,1.6,1.0,3,1,1,1.2,1.0,4,0,1,0,0,0,0.0,0.0
