Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HomeTeamElo,AwayTeamElo,EloDifference,Home_AvgGoalsScored,Home_AvgGoalsConceded,Home_Wins,Home_Draws,Home_Losses,Away_AvgGoalsScored,Away_AvgGoalsConceded,Away_Wins,Away_Draws,Away_Losses,HTH_HomeWins,HTH_AwayWins,HTH_Draws,HTH_AvgHomeGoals,HTH_AvgAwayGoals
2023-10-27 00:00:00,Bochum,Mainz,2,2,D,2.72,3.54,2.56,1.75,2.11,1449.24,1425.13,24.12,0.6,2.6,0,2,3,1.0,2.6,0,1,4,0,0,0,0.0,0.0
2023-10-28 00:00:00,Augsburg,Wolfsburg,3,2,H,2.87,3.63,2.4,1.71,2.16,1472.39,1500.99,-28.6,1.6,2.0,2,0,3,1.2,1.4,2,0,3,0,0,0,0.0,0.0
2023-10-28 00:00:00,Bayern Munich,Darmstadt,8,0,H,1.07,14.36,28.45,1.17,4.98,1577.3,1466.91,110.39,3.4,1.0,3,2,0,2.2,2.4,2,1,2,0,0,0,0.0,0.0
2023-10-28 00:00:00,M'gladbach,Heidenheim,2,1,H,1.8,4.17,4.09,1.48,2.66,1456.22,1459.65,-3.43,1.8,2.0,1,2,2,1.6,2.6,2,0,3,0,0,0,0.0,0.0
2023-10-28 00:00:00,Stuttgart,Hoffenheim,2,3,A,1.86,4.14,3.82,1.49,2.63,1575.63,1524.14,51.49,2.8,0.6,5,0,0,2.0,1.8,3,0,2,0,0,0,0.0,0.0
2023-10-28 00:00:00,Werder Bremen,Union Berlin,2,0,H,2.68,3.54,2.61,1.81,2.03,1446.32,1446.76,-0.44,1.6,2.6,1,0,4,0.6,2.4,0,0,5,0,0,0,0.0,0.0
2023-10-28 00:00:00,RB Leipzig,FC Koln,6,0,H,1.44,4.97,7.1,1.57,2.42,1552.86,1441.91,110.95,1.8,0.6,3,2,0,1.0,2.2,1,0,4,0,0,0,0.0,0.0
2023-10-29 00:00:00,Ein Frankfurt,Dortmund,3,3,D,3.24,3.69,2.17,1.65,2.26,1526.39,1578.54,-52.15,1.2,0.8,2,2,1,2.6,1.0,5,0,0,0,0,0,0.0,0.0
2023-10-29 00:00:00,Leverkusen,Freiburg,2,1,H,1.29,6.01,10.41,1.48,2.65,1586.92,1512.71,74.22,2.8,0.8,4,1,0,1.2,1.6,2,1,2,0,0,0,0.0,0.0
2023-11-03 00:00:00,Darmstadt,Bochum,1,2,A,2.38,3.62,2.91,1.67,2.24,1456.52,1448.2,8.32,1.6,3.4,2,0,3,0.8,2.8,0,2,3,0,0,0,0.0,0.0
